uuid,sim,time_sec,ue_id,from_cell,to_cell,is_correct
d72fb4e5-3326-47ab-8f9f-aba6249ace06,sim010,1.66177,10,4,3,True
5f4baf0b-d474-44df-9bf2-30f88468fb9c,sim010,2.26552,8,5,6,True
1ed4d355-3a18-4388-8cce-06afe5c6bebf,sim010,2.30952,4,3,4,False
df29eeb6-3d5a-4103-97e8-a25978cf29e9,sim010,2.71052,5,3,2,False
a988871a-0e52-4dfa-ac6b-80b5378254a5,sim010,2.76327,6,3,8,True
46092fdf-f176-4332-9a44-e60fedf57032,sim010,2.81077,15,6,7,True
9a546d29-869a-4394-a4da-cb36b996a463,sim010,2.86527,3,2,6,True
fb12de9e-3e7b-4311-9a0c-f54d9300ca86,sim010,2.91102,7,4,5,True
9a043bde-d87b-4768-badd-4055c39ccf00,sim010,2.96477,11,5,2,True
10290140-9cea-4957-abda-1c57158700d0,sim010,3.16027,9,4,2,True
899377f6-2e1e-4a23-a7f5-fd3a40884a11,sim010,3.41127,16,6,7,True
84f35f5e-a80c-4e81-8303-5ab822249382,sim010,3.86702,1,5,6,True
6d4c267e-55d2-47c4-8e1e-eedf50714bc7,sim010,4.36952,14,6,5,True
a2b2d8c8-69bc-4c2f-85a4-3569a4c56d23,sim010,5.00927,2,2,8,True
2124a4e7-d3a8-4200-8f52-b262c03ea05e,sim010,5.00952,17,7,8,True
1d5cf96e-6336-4c88-a7c7-85e391dd2595,sim010,5.61002,13,5,6,True
e4065ee9-150b-46f8-b3aa-0d0946832ad3,sim010,5.91052,18,7,2,True
614f6f32-2932-42de-b718-1f13ebf111d7,sim010,6.55977,19,7,6,True
42846811-11b7-4377-a7d8-4297f8d64095,sim010,6.66502,12,5,4,True
13f1cb1b-b116-4620-990c-1d16b1216f13,sim010,7.30677,4,4,3,True
04d9408e-a721-47e4-9b6e-357761090c69,sim010,7.65477,5,2,3,True
54378e2d-3559-47f4-a5c2-49c0660408c0,sim010,7.75877,15,7,8,True
765f39a7-b7a3-4c0d-b02e-d6d1a4dfc680,sim010,7.76752,6,8,7,True
1ad00bb2-92c4-41d7-a816-773c3403e6c1,sim010,7.86527,5,3,4,True
f7c326ad-6631-4066-b882-dfa18150c740,sim010,7.90777,7,5,2,True
613d5e8f-780d-442e-85df-8fc8622de581,sim010,8.00877,11,2,5,True
d3639549-1a0a-483a-8803-f0bab39f460a,sim010,8.61427,9,2,6,True
4fbf13e3-1508-4db5-9714-7f19321c6642,sim010,8.71377,8,6,5,True
3112a6bf-1850-4d77-8a2f-7dd0f1e8a738,sim010,9.01377,1,6,5,True
e9d053e6-d36e-4407-9438-891c8a6adc61,sim010,9.96177,2,8,7,True
6466bb9f-b642-4a4a-bd40-7d5f7261209f,sim010,10.0148,3,6,5,True
59ecc530-0c21-4152-ad1e-66f578d67000,sim010,10.0588,17,8,7,True
dc2cb94d-a596-4e03-80ac-b6fa220fd27a,sim010,10.21,16,7,8,True
88fd8735-309e-4e35-aea4-7cf8d0608206,sim010,10.3628,10,3,8,True
d25c250d-b9e7-4712-94cf-877784ad17f4,sim010,11.6613,19,6,5,True
ffeff23e-7123-48b0-bd1f-75b5c69de1b5,sim010,12.061,12,4,2,True
1b70699e-27ca-4451-8ecb-5c4adb03cd61,sim010,12.563,4,3,8,True
a4a429fc-2cea-4316-9ac2-75e8e8475971,sim010,12.8605,6,7,8,True
1a952134-4603-4f59-80ce-47a29a344408,sim010,13.0053,7,2,7,True
752de5f9-4e01-4058-8dbc-40db5c0e27f2,sim010,13.012,5,4,3,False
96921496-0a29-457c-8a60-e342517b10d5,sim010,13.1123,7,7,8,True
75e066f5-0993-4991-ac6f-30305d6934b5,sim010,13.2153,18,2,8,True
5efd6361-0a30-4d3f-8d07-311070da7820,sim010,13.7633,9,6,7,True
f2dc840c-d3c6-4745-897e-00db4b9e14b0,sim010,13.8588,8,5,6,True
163f61fb-9696-4dbe-945e-f0be069e2ffe,sim010,14.5628,11,5,2,True
4c6fa0d2-373f-4f86-83eb-e6c9a75e801c,sim010,15.0585,2,7,6,True
7865f3ea-4217-4a6c-acc2-0620d82889b0,sim010,15.116,3,5,2,True
76e2dee8-b023-4dae-886a-99bc0731e0d6,sim010,15.2603,16,8,7,True
53f44fde-2847-4eaf-9c8c-47d65be90f6d,sim010,15.409,10,8,6,True
ff87c993-919e-4d01-befc-9db0b68ff0ef,sim010,16.8113,20,8,7,True
722099cd-1846-4ad7-b777-0f9b5d6b42f7,sim010,17.0633,12,2,3,True
66060192-fb29-4e9b-aca3-ac1a4a680c48,sim010,17.3638,15,8,2,True
d74eaed4-54fa-4ccd-b265-0034ba176cdc,sim010,18.0093,5,3,4,True
